2024-03-28 17:35:09,263 INFO    StreamThr :77293 [internal.py:wandb_internal():86] W&B internal server running at pid: 77293, started at: 2024-03-28 17:35:09.262137
2024-03-28 17:35:09,263 DEBUG   HandlerThread:77293 [handler.py:handle_request():146] handle_request: status
2024-03-28 17:35:09,266 INFO    WriterThread:77293 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_173509-6q922zye/run-6q922zye.wandb
2024-03-28 17:35:09,267 DEBUG   SenderThread:77293 [sender.py:send():382] send: header
2024-03-28 17:35:09,291 DEBUG   SenderThread:77293 [sender.py:send():382] send: run
2024-03-28 17:35:09,640 INFO    SenderThread:77293 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_173509-6q922zye/files
2024-03-28 17:35:09,640 INFO    SenderThread:77293 [sender.py:_start_run_threads():1136] run started: 6q922zye with start time 1711661709.26281
2024-03-28 17:35:09,648 DEBUG   HandlerThread:77293 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 17:35:09,648 DEBUG   SenderThread:77293 [sender.py:send_request():409] send_request: check_version
2024-03-28 17:35:09,873 DEBUG   HandlerThread:77293 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 17:35:09,875 DEBUG   HandlerThread:77293 [system_info.py:__init__():27] System info init
2024-03-28 17:35:09,875 DEBUG   HandlerThread:77293 [system_info.py:__init__():42] System info init done
2024-03-28 17:35:09,875 INFO    HandlerThread:77293 [system_monitor.py:start():194] Starting system monitor
2024-03-28 17:35:09,875 INFO    SystemMonitor:77293 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 17:35:09,875 INFO    HandlerThread:77293 [system_monitor.py:probe():214] Collecting system info
2024-03-28 17:35:09,876 INFO    SystemMonitor:77293 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 17:35:09,878 DEBUG   HandlerThread:77293 [system_info.py:probe():151] Probing system
2024-03-28 17:35:09,878 INFO    SystemMonitor:77293 [interfaces.py:start():190] Started disk monitoring
2024-03-28 17:35:09,880 INFO    SystemMonitor:77293 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-28 17:35:09,884 INFO    SystemMonitor:77293 [interfaces.py:start():190] Started memory monitoring
2024-03-28 17:35:09,885 INFO    SystemMonitor:77293 [interfaces.py:start():190] Started network monitoring
2024-03-28 17:35:09,891 DEBUG   HandlerThread:77293 [system_info.py:_probe_git():136] Probing git
