2024-03-28 17:25:11,732 INFO    StreamThr :76633 [internal.py:wandb_internal():86] W&B internal server running at pid: 76633, started at: 2024-03-28 17:25:11.732085
2024-03-28 17:25:11,733 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: status
2024-03-28 17:25:11,737 INFO    WriterThread:76633 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/run-p2ouenpr.wandb
2024-03-28 17:25:11,738 DEBUG   SenderThread:76633 [sender.py:send():382] send: header
2024-03-28 17:25:11,764 DEBUG   SenderThread:76633 [sender.py:send():382] send: run
2024-03-28 17:25:12,133 INFO    SenderThread:76633 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/files
2024-03-28 17:25:12,134 INFO    SenderThread:76633 [sender.py:_start_run_threads():1136] run started: p2ouenpr with start time 1711661111.73259
2024-03-28 17:25:12,148 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 17:25:12,148 DEBUG   SenderThread:76633 [sender.py:send_request():409] send_request: check_version
2024-03-28 17:25:12,369 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 17:25:12,370 DEBUG   HandlerThread:76633 [system_info.py:__init__():27] System info init
2024-03-28 17:25:12,370 DEBUG   HandlerThread:76633 [system_info.py:__init__():42] System info init done
2024-03-28 17:25:12,370 INFO    HandlerThread:76633 [system_monitor.py:start():194] Starting system monitor
2024-03-28 17:25:12,370 INFO    SystemMonitor:76633 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 17:25:12,370 INFO    HandlerThread:76633 [system_monitor.py:probe():214] Collecting system info
2024-03-28 17:25:12,372 INFO    SystemMonitor:76633 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 17:25:12,372 DEBUG   HandlerThread:76633 [system_info.py:probe():151] Probing system
2024-03-28 17:25:12,373 INFO    SystemMonitor:76633 [interfaces.py:start():190] Started disk monitoring
2024-03-28 17:25:12,375 INFO    SystemMonitor:76633 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-28 17:25:12,376 INFO    SystemMonitor:76633 [interfaces.py:start():190] Started memory monitoring
2024-03-28 17:25:12,377 INFO    SystemMonitor:76633 [interfaces.py:start():190] Started network monitoring
2024-03-28 17:25:12,383 DEBUG   HandlerThread:76633 [system_info.py:_probe_git():136] Probing git
2024-03-28 17:25:12,419 DEBUG   HandlerThread:76633 [system_info.py:_probe_git():144] Probing git done
2024-03-28 17:25:12,419 DEBUG   HandlerThread:76633 [system_info.py:probe():199] Probing system done
2024-03-28 17:25:12,419 DEBUG   HandlerThread:76633 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T21:25:12.373569', 'startedAt': '2024-03-28T21:25:11.724594', 'docker': None, 'cuda': None, 'args': ('--algorithm=BP', '--dataset=MNIST', '--learning_rate=0.1', '--stepsize=0.01', '--test', '--log', '--save=yes', '--epochs=10'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'CLtargetprop/main.py', 'git': {'remote': 'https://github.com/emmagg6/propagation.git', 'commit': '0526362cb18c91d4d47af1e47edd9078c265066b'}, 'email': '125744177+emmagg6@users.noreply.github.com', 'root': '/Users/emmagraham/Documents/GitHub/propagation', 'host': 'vpn-investment-office-231-132-23.dartmouth.edu', 'username': 'emmagraham', 'executable': '/Users/emmagraham/anaconda3/envs/target-prop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.436077117919922}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-28 17:25:12,419 INFO    HandlerThread:76633 [system_monitor.py:probe():224] Finished collecting system info
2024-03-28 17:25:12,419 INFO    HandlerThread:76633 [system_monitor.py:probe():227] Publishing system info
2024-03-28 17:25:12,419 DEBUG   HandlerThread:76633 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-28 17:25:13,140 INFO    Thread-12 :76633 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/files/conda-environment.yaml
2024-03-28 17:25:13,501 DEBUG   HandlerThread:76633 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-28 17:25:13,501 INFO    HandlerThread:76633 [system_monitor.py:probe():229] Finished publishing system info
2024-03-28 17:25:13,504 DEBUG   SenderThread:76633 [sender.py:send():382] send: files
2024-03-28 17:25:13,504 INFO    SenderThread:76633 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-28 17:25:13,508 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: python_packages
2024-03-28 17:25:13,509 DEBUG   SenderThread:76633 [sender.py:send_request():409] send_request: python_packages
2024-03-28 17:25:13,509 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-28 17:25:13,509 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: stop_status
2024-03-28 17:25:13,509 DEBUG   SenderThread:76633 [sender.py:send_request():409] send_request: stop_status
2024-03-28 17:25:13,713 DEBUG   SenderThread:76633 [sender.py:send():382] send: telemetry
2024-03-28 17:25:14,069 INFO    wandb-upload_0:76633 [upload_job.py:push():131] Uploaded file /var/folders/n8/ldy_g4ps26b_8kzptnbt6bww0000gn/T/tmpwheruayjwandb/3a4yc7xs-wandb-metadata.json
2024-03-28 17:25:14,144 INFO    Thread-12 :76633 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/files/conda-environment.yaml
2024-03-28 17:25:14,144 INFO    Thread-12 :76633 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/files/wandb-metadata.json
2024-03-28 17:25:14,144 INFO    Thread-12 :76633 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240328_172511-p2ouenpr/files/requirements.txt
2024-03-28 17:25:17,727 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: status_report
2024-03-28 17:25:18,890 DEBUG   SenderThread:76633 [sender.py:send():382] send: exit
2024-03-28 17:25:18,890 INFO    SenderThread:76633 [sender.py:send_exit():589] handling exit code: 1
2024-03-28 17:25:18,890 INFO    SenderThread:76633 [sender.py:send_exit():591] handling runtime: 6
2024-03-28 17:25:18,891 INFO    SenderThread:76633 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-28 17:25:18,891 INFO    SenderThread:76633 [sender.py:send_exit():597] send defer
2024-03-28 17:25:18,891 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: defer
2024-03-28 17:25:18,891 INFO    HandlerThread:76633 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-28 17:25:18,892 DEBUG   SenderThread:76633 [sender.py:send_request():409] send_request: defer
2024-03-28 17:25:18,892 INFO    SenderThread:76633 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-28 17:25:18,892 INFO    SenderThread:76633 [sender.py:transition_state():617] send defer: 1
2024-03-28 17:25:18,892 DEBUG   HandlerThread:76633 [handler.py:handle_request():146] handle_request: defer
2024-03-28 17:25:18,892 INFO    HandlerThread:76633 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-28 17:25:18,892 DEBUG   SenderThread:76633 [sender.py:send_request():409] send_request: defer
2024-03-28 17:25:18,892 INFO    SenderThread:76633 [sender.py:send_request_defer():613] handle sender defer: 1
