2024-03-27 20:28:56,019 INFO    StreamThr :55814 [internal.py:wandb_internal():86] W&B internal server running at pid: 55814, started at: 2024-03-27 20:28:56.018824
2024-03-27 20:28:56,020 DEBUG   HandlerThread:55814 [handler.py:handle_request():146] handle_request: status
2024-03-27 20:28:56,023 INFO    WriterThread:55814 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202856-hihy9zet/run-hihy9zet.wandb
2024-03-27 20:28:56,023 DEBUG   SenderThread:55814 [sender.py:send():382] send: header
2024-03-27 20:28:56,048 DEBUG   SenderThread:55814 [sender.py:send():382] send: run
2024-03-27 20:28:56,497 INFO    SenderThread:55814 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202856-hihy9zet/files
2024-03-27 20:28:56,497 INFO    SenderThread:55814 [sender.py:_start_run_threads():1136] run started: hihy9zet with start time 1711585736.019009
2024-03-27 20:28:56,508 DEBUG   HandlerThread:55814 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 20:28:56,508 DEBUG   SenderThread:55814 [sender.py:send_request():409] send_request: check_version
2024-03-27 20:28:56,805 DEBUG   HandlerThread:55814 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 20:28:56,807 DEBUG   HandlerThread:55814 [system_info.py:__init__():27] System info init
2024-03-27 20:28:56,807 DEBUG   HandlerThread:55814 [system_info.py:__init__():42] System info init done
2024-03-27 20:28:56,807 INFO    HandlerThread:55814 [system_monitor.py:start():194] Starting system monitor
2024-03-27 20:28:56,807 INFO    SystemMonitor:55814 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 20:28:56,807 INFO    HandlerThread:55814 [system_monitor.py:probe():214] Collecting system info
2024-03-27 20:28:56,808 INFO    SystemMonitor:55814 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 20:28:56,809 DEBUG   HandlerThread:55814 [system_info.py:probe():151] Probing system
2024-03-27 20:28:56,811 INFO    SystemMonitor:55814 [interfaces.py:start():190] Started disk monitoring
2024-03-27 20:28:56,814 INFO    SystemMonitor:55814 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 20:28:56,816 INFO    SystemMonitor:55814 [interfaces.py:start():190] Started memory monitoring
2024-03-27 20:28:56,817 INFO    SystemMonitor:55814 [interfaces.py:start():190] Started network monitoring
2024-03-27 20:28:56,818 DEBUG   HandlerThread:55814 [system_info.py:_probe_git():136] Probing git
2024-03-27 20:28:56,848 DEBUG   HandlerThread:55814 [system_info.py:_probe_git():144] Probing git done
2024-03-27 20:28:56,848 DEBUG   HandlerThread:55814 [system_info.py:probe():199] Probing system done
2024-03-27 20:28:56,848 DEBUG   HandlerThread:55814 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T00:28:56.810006', 'startedAt': '2024-03-28T00:28:56.010904', 'docker': None, 'cuda': None, 'args': ('--algorithm=BP', '--dataset=FashionMNIST', '--learning_rate=1', '--stepsize=0.004', '--test', '--log', '--save=yes', '--epochs=10', '--continual=yes'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'CLtargetprop/main.py', 'git': {'remote': 'https://github.com/emmagg6/propagation.git', 'commit': '93959e0ab1e11ea3802bafaa8825dd13f69a8477'}, 'email': '125744177+emmagg6@users.noreply.github.com', 'root': '/Users/emmagraham/Documents/GitHub/propagation', 'host': 'vpn-investment-office-231-132-23.dartmouth.edu', 'username': 'emmagraham', 'executable': '/Users/emmagraham/anaconda3/envs/target-prop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.436077117919922}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-27 20:28:56,848 INFO    HandlerThread:55814 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 20:28:56,848 INFO    HandlerThread:55814 [system_monitor.py:probe():227] Publishing system info
2024-03-27 20:28:56,848 DEBUG   HandlerThread:55814 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-27 20:28:57,340 DEBUG   HandlerThread:55814 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-27 20:28:57,341 INFO    HandlerThread:55814 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 20:28:57,342 DEBUG   SenderThread:55814 [sender.py:send():382] send: files
2024-03-27 20:28:57,342 INFO    SenderThread:55814 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-27 20:28:57,345 DEBUG   HandlerThread:55814 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 20:28:57,345 DEBUG   SenderThread:55814 [sender.py:send_request():409] send_request: python_packages
