2024-03-27 21:40:36,004 INFO    StreamThr :63215 [internal.py:wandb_internal():86] W&B internal server running at pid: 63215, started at: 2024-03-27 21:40:36.003365
2024-03-27 21:40:36,005 DEBUG   HandlerThread:63215 [handler.py:handle_request():146] handle_request: status
2024-03-27 21:40:36,008 INFO    WriterThread:63215 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_214035-dzt4tklv/run-dzt4tklv.wandb
2024-03-27 21:40:36,008 DEBUG   SenderThread:63215 [sender.py:send():382] send: header
2024-03-27 21:40:36,030 DEBUG   SenderThread:63215 [sender.py:send():382] send: run
2024-03-27 21:40:36,433 INFO    SenderThread:63215 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_214035-dzt4tklv/files
2024-03-27 21:40:36,433 INFO    SenderThread:63215 [sender.py:_start_run_threads():1136] run started: dzt4tklv with start time 1711590036.004834
2024-03-27 21:40:36,438 DEBUG   HandlerThread:63215 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 21:40:36,438 DEBUG   SenderThread:63215 [sender.py:send_request():409] send_request: check_version
2024-03-27 21:40:36,737 DEBUG   HandlerThread:63215 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 21:40:36,738 DEBUG   HandlerThread:63215 [system_info.py:__init__():27] System info init
2024-03-27 21:40:36,738 DEBUG   HandlerThread:63215 [system_info.py:__init__():42] System info init done
2024-03-27 21:40:36,738 INFO    HandlerThread:63215 [system_monitor.py:start():194] Starting system monitor
2024-03-27 21:40:36,739 INFO    SystemMonitor:63215 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 21:40:36,739 INFO    HandlerThread:63215 [system_monitor.py:probe():214] Collecting system info
2024-03-27 21:40:36,739 INFO    SystemMonitor:63215 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 21:40:36,740 DEBUG   HandlerThread:63215 [system_info.py:probe():151] Probing system
2024-03-27 21:40:36,740 INFO    SystemMonitor:63215 [interfaces.py:start():190] Started disk monitoring
2024-03-27 21:40:36,743 INFO    SystemMonitor:63215 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 21:40:36,744 INFO    SystemMonitor:63215 [interfaces.py:start():190] Started memory monitoring
2024-03-27 21:40:36,744 INFO    SystemMonitor:63215 [interfaces.py:start():190] Started network monitoring
2024-03-27 21:40:36,745 DEBUG   HandlerThread:63215 [system_info.py:_probe_git():136] Probing git
2024-03-27 21:40:36,769 DEBUG   HandlerThread:63215 [system_info.py:_probe_git():144] Probing git done
2024-03-27 21:40:36,769 DEBUG   HandlerThread:63215 [system_info.py:probe():199] Probing system done
