2024-03-27 20:27:28,199 INFO    StreamThr :55641 [internal.py:wandb_internal():86] W&B internal server running at pid: 55641, started at: 2024-03-27 20:27:28.197857
2024-03-27 20:27:28,201 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: status
2024-03-27 20:27:28,205 INFO    WriterThread:55641 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202728-e3ye97gl/run-e3ye97gl.wandb
2024-03-27 20:27:28,206 DEBUG   SenderThread:55641 [sender.py:send():382] send: header
2024-03-27 20:27:28,232 DEBUG   SenderThread:55641 [sender.py:send():382] send: run
2024-03-27 20:27:28,645 INFO    SenderThread:55641 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202728-e3ye97gl/files
2024-03-27 20:27:28,645 INFO    SenderThread:55641 [sender.py:_start_run_threads():1136] run started: e3ye97gl with start time 1711585648.198094
2024-03-27 20:27:28,660 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 20:27:28,661 DEBUG   SenderThread:55641 [sender.py:send_request():409] send_request: check_version
2024-03-27 20:27:28,938 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 20:27:28,939 DEBUG   HandlerThread:55641 [system_info.py:__init__():27] System info init
2024-03-27 20:27:28,940 DEBUG   HandlerThread:55641 [system_info.py:__init__():42] System info init done
2024-03-27 20:27:28,940 INFO    HandlerThread:55641 [system_monitor.py:start():194] Starting system monitor
2024-03-27 20:27:28,940 INFO    SystemMonitor:55641 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 20:27:28,940 INFO    HandlerThread:55641 [system_monitor.py:probe():214] Collecting system info
2024-03-27 20:27:28,940 INFO    SystemMonitor:55641 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 20:27:28,942 DEBUG   HandlerThread:55641 [system_info.py:probe():151] Probing system
2024-03-27 20:27:28,942 INFO    SystemMonitor:55641 [interfaces.py:start():190] Started disk monitoring
2024-03-27 20:27:28,943 INFO    SystemMonitor:55641 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 20:27:28,948 INFO    SystemMonitor:55641 [interfaces.py:start():190] Started memory monitoring
2024-03-27 20:27:28,949 INFO    SystemMonitor:55641 [interfaces.py:start():190] Started network monitoring
2024-03-27 20:27:28,950 DEBUG   HandlerThread:55641 [system_info.py:_probe_git():136] Probing git
2024-03-27 20:27:28,979 DEBUG   HandlerThread:55641 [system_info.py:_probe_git():144] Probing git done
2024-03-27 20:27:28,979 DEBUG   HandlerThread:55641 [system_info.py:probe():199] Probing system done
2024-03-27 20:27:28,979 DEBUG   HandlerThread:55641 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T00:27:28.943456', 'startedAt': '2024-03-28T00:27:28.186831', 'docker': None, 'cuda': None, 'args': ('--algorithm=BP', '--dataset=FashionMNIST', '--learning_rate=1', '--stepsize=0.004', '--test', '--log', '--save=yes', '--epochs=10', '--continual=yes'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'CLtargetprop/main.py', 'git': {'remote': 'https://github.com/emmagg6/propagation.git', 'commit': '93959e0ab1e11ea3802bafaa8825dd13f69a8477'}, 'email': '125744177+emmagg6@users.noreply.github.com', 'root': '/Users/emmagraham/Documents/GitHub/propagation', 'host': 'vpn-investment-office-231-132-23.dartmouth.edu', 'username': 'emmagraham', 'executable': '/Users/emmagraham/anaconda3/envs/target-prop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.436077117919922}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-27 20:27:28,979 INFO    HandlerThread:55641 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 20:27:28,979 INFO    HandlerThread:55641 [system_monitor.py:probe():227] Publishing system info
2024-03-27 20:27:28,980 DEBUG   HandlerThread:55641 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-27 20:27:29,409 DEBUG   HandlerThread:55641 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-27 20:27:29,409 INFO    HandlerThread:55641 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 20:27:29,411 DEBUG   SenderThread:55641 [sender.py:send():382] send: files
2024-03-27 20:27:29,411 INFO    SenderThread:55641 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-27 20:27:29,413 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 20:27:29,414 DEBUG   SenderThread:55641 [sender.py:send_request():409] send_request: python_packages
2024-03-27 20:27:29,414 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 20:27:29,414 DEBUG   SenderThread:55641 [sender.py:send_request():409] send_request: stop_status
2024-03-27 20:27:29,414 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 20:27:29,646 INFO    Thread-12 :55641 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202728-e3ye97gl/files/requirements.txt
2024-03-27 20:27:29,646 INFO    Thread-12 :55641 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202728-e3ye97gl/files/wandb-metadata.json
2024-03-27 20:27:29,646 INFO    Thread-12 :55641 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_202728-e3ye97gl/files/conda-environment.yaml
2024-03-27 20:27:29,721 DEBUG   SenderThread:55641 [sender.py:send():382] send: telemetry
2024-03-27 20:27:30,011 INFO    wandb-upload_0:55641 [upload_job.py:push():131] Uploaded file /var/folders/n8/ldy_g4ps26b_8kzptnbt6bww0000gn/T/tmp9fu1ij5lwandb/hnytmokr-wandb-metadata.json
2024-03-27 20:27:32,429 DEBUG   SenderThread:55641 [sender.py:send():382] send: exit
2024-03-27 20:27:32,429 INFO    SenderThread:55641 [sender.py:send_exit():589] handling exit code: 1
2024-03-27 20:27:32,429 INFO    SenderThread:55641 [sender.py:send_exit():591] handling runtime: 3
2024-03-27 20:27:32,430 INFO    SenderThread:55641 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-27 20:27:32,430 INFO    SenderThread:55641 [sender.py:send_exit():597] send defer
2024-03-27 20:27:32,430 DEBUG   HandlerThread:55641 [handler.py:handle_request():146] handle_request: defer
2024-03-27 20:27:32,430 INFO    HandlerThread:55641 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-27 20:27:32,430 DEBUG   SenderThread:55641 [sender.py:send_request():409] send_request: defer
2024-03-27 20:27:32,430 INFO    SenderThread:55641 [sender.py:send_request_defer():613] handle sender defer: 0
