2024-04-12 15:44:12,470 INFO    StreamThr :72801 [internal.py:wandb_internal():86] W&B internal server running at pid: 72801, started at: 2024-04-12 15:44:12.469294
2024-04-12 15:44:12,470 DEBUG   HandlerThread:72801 [handler.py:handle_request():146] handle_request: status
2024-04-12 15:44:12,473 INFO    WriterThread:72801 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240412_154412-lhpg85m7/run-lhpg85m7.wandb
2024-04-12 15:44:12,473 DEBUG   SenderThread:72801 [sender.py:send():382] send: header
2024-04-12 15:44:12,497 DEBUG   SenderThread:72801 [sender.py:send():382] send: run
2024-04-12 15:44:12,783 INFO    SenderThread:72801 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240412_154412-lhpg85m7/files
2024-04-12 15:44:12,783 INFO    SenderThread:72801 [sender.py:_start_run_threads():1136] run started: lhpg85m7 with start time 1712951052.469827
2024-04-12 15:44:12,795 DEBUG   HandlerThread:72801 [handler.py:handle_request():146] handle_request: check_version
2024-04-12 15:44:12,796 DEBUG   SenderThread:72801 [sender.py:send_request():409] send_request: check_version
2024-04-12 15:44:12,902 DEBUG   HandlerThread:72801 [handler.py:handle_request():146] handle_request: run_start
2024-04-12 15:44:12,904 DEBUG   HandlerThread:72801 [system_info.py:__init__():27] System info init
2024-04-12 15:44:12,904 DEBUG   HandlerThread:72801 [system_info.py:__init__():42] System info init done
2024-04-12 15:44:12,904 INFO    HandlerThread:72801 [system_monitor.py:start():194] Starting system monitor
2024-04-12 15:44:12,904 INFO    SystemMonitor:72801 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-12 15:44:12,904 INFO    HandlerThread:72801 [system_monitor.py:probe():214] Collecting system info
2024-04-12 15:44:12,906 INFO    SystemMonitor:72801 [interfaces.py:start():190] Started cpu monitoring
2024-04-12 15:44:12,906 DEBUG   HandlerThread:72801 [system_info.py:probe():151] Probing system
2024-04-12 15:44:12,906 INFO    SystemMonitor:72801 [interfaces.py:start():190] Started disk monitoring
2024-04-12 15:44:12,912 INFO    SystemMonitor:72801 [interfaces.py:start():190] Started gpuapple monitoring
2024-04-12 15:44:12,913 INFO    SystemMonitor:72801 [interfaces.py:start():190] Started memory monitoring
2024-04-12 15:44:12,914 INFO    SystemMonitor:72801 [interfaces.py:start():190] Started network monitoring
2024-04-12 15:44:12,920 DEBUG   HandlerThread:72801 [system_info.py:_probe_git():136] Probing git
2024-04-12 15:44:12,957 DEBUG   HandlerThread:72801 [system_info.py:_probe_git():144] Probing git done
2024-04-12 15:44:12,957 DEBUG   HandlerThread:72801 [system_info.py:probe():199] Probing system done
