2024-03-27 22:02:07,300 INFO    StreamThr :64601 [internal.py:wandb_internal():86] W&B internal server running at pid: 64601, started at: 2024-03-27 22:02:07.300137
2024-03-27 22:02:07,301 DEBUG   HandlerThread:64601 [handler.py:handle_request():146] handle_request: status
2024-03-27 22:02:07,302 INFO    WriterThread:64601 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_220207-ulyjy20z/run-ulyjy20z.wandb
2024-03-27 22:02:07,302 DEBUG   SenderThread:64601 [sender.py:send():382] send: header
2024-03-27 22:02:07,319 DEBUG   SenderThread:64601 [sender.py:send():382] send: run
2024-03-27 22:02:07,717 INFO    SenderThread:64601 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_220207-ulyjy20z/files
2024-03-27 22:02:07,717 INFO    SenderThread:64601 [sender.py:_start_run_threads():1136] run started: ulyjy20z with start time 1711591327.300262
2024-03-27 22:02:07,724 DEBUG   HandlerThread:64601 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 22:02:07,724 DEBUG   SenderThread:64601 [sender.py:send_request():409] send_request: check_version
2024-03-27 22:02:07,996 DEBUG   HandlerThread:64601 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 22:02:07,997 DEBUG   HandlerThread:64601 [system_info.py:__init__():27] System info init
2024-03-27 22:02:07,997 DEBUG   HandlerThread:64601 [system_info.py:__init__():42] System info init done
2024-03-27 22:02:07,997 INFO    HandlerThread:64601 [system_monitor.py:start():194] Starting system monitor
2024-03-27 22:02:07,997 INFO    SystemMonitor:64601 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 22:02:07,997 INFO    HandlerThread:64601 [system_monitor.py:probe():214] Collecting system info
2024-03-27 22:02:07,998 INFO    SystemMonitor:64601 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 22:02:07,999 DEBUG   HandlerThread:64601 [system_info.py:probe():151] Probing system
2024-03-27 22:02:08,000 INFO    SystemMonitor:64601 [interfaces.py:start():190] Started disk monitoring
2024-03-27 22:02:08,002 INFO    SystemMonitor:64601 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 22:02:08,003 INFO    SystemMonitor:64601 [interfaces.py:start():190] Started memory monitoring
2024-03-27 22:02:08,004 INFO    SystemMonitor:64601 [interfaces.py:start():190] Started network monitoring
2024-03-27 22:02:08,005 DEBUG   HandlerThread:64601 [system_info.py:_probe_git():136] Probing git
2024-03-27 22:02:08,033 DEBUG   HandlerThread:64601 [system_info.py:_probe_git():144] Probing git done
2024-03-27 22:02:08,033 DEBUG   HandlerThread:64601 [system_info.py:probe():199] Probing system done
