2024-03-27 21:54:51,807 INFO    StreamThr :64188 [internal.py:wandb_internal():86] W&B internal server running at pid: 64188, started at: 2024-03-27 21:54:51.806271
2024-03-27 21:54:51,808 DEBUG   HandlerThread:64188 [handler.py:handle_request():146] handle_request: status
2024-03-27 21:54:51,811 INFO    WriterThread:64188 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_215451-4mo2tsj4/run-4mo2tsj4.wandb
2024-03-27 21:54:51,812 DEBUG   SenderThread:64188 [sender.py:send():382] send: header
2024-03-27 21:54:51,835 DEBUG   SenderThread:64188 [sender.py:send():382] send: run
2024-03-27 21:54:52,268 INFO    SenderThread:64188 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_215451-4mo2tsj4/files
2024-03-27 21:54:52,268 INFO    SenderThread:64188 [sender.py:_start_run_threads():1136] run started: 4mo2tsj4 with start time 1711590891.806634
2024-03-27 21:54:52,284 DEBUG   HandlerThread:64188 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 21:54:52,284 DEBUG   SenderThread:64188 [sender.py:send_request():409] send_request: check_version
2024-03-27 21:54:52,556 DEBUG   HandlerThread:64188 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 21:54:52,557 DEBUG   HandlerThread:64188 [system_info.py:__init__():27] System info init
2024-03-27 21:54:52,557 DEBUG   HandlerThread:64188 [system_info.py:__init__():42] System info init done
2024-03-27 21:54:52,558 INFO    HandlerThread:64188 [system_monitor.py:start():194] Starting system monitor
2024-03-27 21:54:52,558 INFO    SystemMonitor:64188 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 21:54:52,558 INFO    HandlerThread:64188 [system_monitor.py:probe():214] Collecting system info
2024-03-27 21:54:52,558 INFO    SystemMonitor:64188 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 21:54:52,560 DEBUG   HandlerThread:64188 [system_info.py:probe():151] Probing system
2024-03-27 21:54:52,560 INFO    SystemMonitor:64188 [interfaces.py:start():190] Started disk monitoring
2024-03-27 21:54:52,562 INFO    SystemMonitor:64188 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 21:54:52,567 INFO    SystemMonitor:64188 [interfaces.py:start():190] Started memory monitoring
2024-03-27 21:54:52,568 INFO    SystemMonitor:64188 [interfaces.py:start():190] Started network monitoring
2024-03-27 21:54:52,569 DEBUG   HandlerThread:64188 [system_info.py:_probe_git():136] Probing git
2024-03-27 21:54:52,599 DEBUG   HandlerThread:64188 [system_info.py:_probe_git():144] Probing git done
2024-03-27 21:54:52,599 DEBUG   HandlerThread:64188 [system_info.py:probe():199] Probing system done
2024-03-27 21:54:52,599 DEBUG   HandlerThread:64188 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T01:54:52.560659', 'startedAt': '2024-03-28T01:54:51.797341', 'docker': None, 'cuda': None, 'args': ('--algorithm=BP', '--dataset=MNIST', '--learning_rate=0.1', '--stepsize=0.01', '--test', '--log', '--save=yes', '--epochs=10'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'CLtargetprop/main.py', 'git': {'remote': 'https://github.com/emmagg6/propagation.git', 'commit': '0526362cb18c91d4d47af1e47edd9078c265066b'}, 'email': '125744177+emmagg6@users.noreply.github.com', 'root': '/Users/emmagraham/Documents/GitHub/propagation', 'host': 'vpn-investment-office-231-132-23.dartmouth.edu', 'username': 'emmagraham', 'executable': '/Users/emmagraham/anaconda3/envs/target-prop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.436077117919922}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-27 21:54:52,599 INFO    HandlerThread:64188 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 21:54:52,600 INFO    HandlerThread:64188 [system_monitor.py:probe():227] Publishing system info
2024-03-27 21:54:52,600 DEBUG   HandlerThread:64188 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-27 21:54:53,179 DEBUG   HandlerThread:64188 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-27 21:54:53,179 INFO    HandlerThread:64188 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 21:54:53,182 DEBUG   SenderThread:64188 [sender.py:send():382] send: files
2024-03-27 21:54:53,182 INFO    SenderThread:64188 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-27 21:54:53,184 DEBUG   HandlerThread:64188 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 21:54:53,184 DEBUG   SenderThread:64188 [sender.py:send_request():409] send_request: python_packages
