2024-03-27 20:35:53,214 INFO    StreamThr :56448 [internal.py:wandb_internal():86] W&B internal server running at pid: 56448, started at: 2024-03-27 20:35:53.213442
2024-03-27 20:35:53,215 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: status
2024-03-27 20:35:53,220 INFO    WriterThread:56448 [datastore.py:open_for_write():87] open: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_203553-l4b32zh0/run-l4b32zh0.wandb
2024-03-27 20:35:53,221 DEBUG   SenderThread:56448 [sender.py:send():382] send: header
2024-03-27 20:35:53,246 DEBUG   SenderThread:56448 [sender.py:send():382] send: run
2024-03-27 20:35:53,730 INFO    SenderThread:56448 [dir_watcher.py:__init__():211] watching files in: /Users/emmagraham/Documents/GitHub/propagation/CLtargetprop/wandb/run-20240327_203553-l4b32zh0/files
2024-03-27 20:35:53,730 INFO    SenderThread:56448 [sender.py:_start_run_threads():1136] run started: l4b32zh0 with start time 1711586153.214699
2024-03-27 20:35:53,735 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 20:35:53,735 DEBUG   SenderThread:56448 [sender.py:send_request():409] send_request: check_version
2024-03-27 20:35:53,993 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 20:35:53,995 DEBUG   HandlerThread:56448 [system_info.py:__init__():27] System info init
2024-03-27 20:35:53,995 DEBUG   HandlerThread:56448 [system_info.py:__init__():42] System info init done
2024-03-27 20:35:53,995 INFO    HandlerThread:56448 [system_monitor.py:start():194] Starting system monitor
2024-03-27 20:35:53,995 INFO    SystemMonitor:56448 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 20:35:53,995 INFO    HandlerThread:56448 [system_monitor.py:probe():214] Collecting system info
2024-03-27 20:35:53,996 INFO    SystemMonitor:56448 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 20:35:53,997 DEBUG   HandlerThread:56448 [system_info.py:probe():151] Probing system
2024-03-27 20:35:53,997 INFO    SystemMonitor:56448 [interfaces.py:start():190] Started disk monitoring
2024-03-27 20:35:53,999 INFO    SystemMonitor:56448 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-27 20:35:54,001 INFO    SystemMonitor:56448 [interfaces.py:start():190] Started memory monitoring
2024-03-27 20:35:54,003 INFO    SystemMonitor:56448 [interfaces.py:start():190] Started network monitoring
2024-03-27 20:35:54,003 DEBUG   HandlerThread:56448 [system_info.py:_probe_git():136] Probing git
2024-03-27 20:35:54,032 DEBUG   HandlerThread:56448 [system_info.py:_probe_git():144] Probing git done
2024-03-27 20:35:54,032 DEBUG   HandlerThread:56448 [system_info.py:probe():199] Probing system done
2024-03-27 20:35:54,032 DEBUG   HandlerThread:56448 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.8.18', 'heartbeatAt': '2024-03-28T00:35:53.997584', 'startedAt': '2024-03-28T00:35:53.203460', 'docker': None, 'cuda': None, 'args': ('--algorithm=BP', '--dataset=MNIST', '--learning_rate=0.1', '--stepsize=0.01', '--test', '--log', '--save=yes', '--epochs=10'), 'state': 'running', 'program': 'main.py', 'codePathLocal': 'main.py', 'codePath': 'CLtargetprop/main.py', 'git': {'remote': 'https://github.com/emmagg6/propagation.git', 'commit': '0526362cb18c91d4d47af1e47edd9078c265066b'}, 'email': '125744177+emmagg6@users.noreply.github.com', 'root': '/Users/emmagraham/Documents/GitHub/propagation', 'host': 'vpn-investment-office-231-132-23.dartmouth.edu', 'username': 'emmagraham', 'executable': '/Users/emmagraham/anaconda3/envs/target-prop/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 926.3517189025879, 'used': 9.436077117919922}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-27 20:35:54,033 INFO    HandlerThread:56448 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 20:35:54,033 INFO    HandlerThread:56448 [system_monitor.py:probe():227] Publishing system info
2024-03-27 20:35:54,033 DEBUG   HandlerThread:56448 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-27 20:35:54,653 DEBUG   HandlerThread:56448 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-27 20:35:54,653 INFO    HandlerThread:56448 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 20:35:54,655 DEBUG   SenderThread:56448 [sender.py:send():382] send: files
2024-03-27 20:35:54,655 INFO    SenderThread:56448 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-27 20:35:54,658 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 20:35:54,658 DEBUG   SenderThread:56448 [sender.py:send_request():409] send_request: python_packages
2024-03-27 20:35:54,658 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 20:35:54,658 DEBUG   SenderThread:56448 [sender.py:send_request():409] send_request: stop_status
2024-03-27 20:35:54,659 DEBUG   HandlerThread:56448 [handler.py:handle_request():146] handle_request: internal_messages
